HUGO symbols,msi.h.1,msi.h.2,msi.h.3,msi.h.4,msi.h.5,msi.h.6,msi.h.7,msi.h.8,msi.h.9,msi.h.10,msi.h.11,msi.h.12,msi.h.13,msi.h.14,msi.h.15,msi.h.16,msi.h.17,msi.h.18,msi.h.19,msi.h.20,msi.h.21,msi.h.22,msi.h.23,msi.h.24,msi.h.25,msi.h.26,msi.h.27,msi.h.28,msi.h.29,msi.h.30,msi.h.31,msi.h.32,msi.h.33,msi.h.34,msi.h.35,msi.h.36,msi.h.37,msi.h.38,msi.h.39,msi.h.40,msi.h.41,msi.h.42,msi.h.43,msi.h.44,msi.h.45,msi.h.46,msi.h.47,msi.h.48,msi.h.49,msi.h.50,msi.h.51,msi.h.52,msi.h.53,msi.h.54,msi.h.55,msi.h.56,msi.h.57,msi.h.58,msi.h.59,msi.h.60,msi.h.61,msi.h.62,msi.h.63,msi.h.64,msi.h.65,msi.h.66,msi.h.67,msi.h.68,msi.h.69,msi.h.70,msi.h.71,msi.h.72,msi.h.73,msi.h.74,msi.h.75,msi.h.76,msi.h.77,msi.h.78,msi.h.79,msi.h.80,msi.h.81,msi.h.82,msi.l.1,msi.l.2,msi.l.3,msi.l.4,msi.l.5,msi.l.6,msi.l.7,msi.l.8,msi.l.9,msi.l.10,msi.l.11,msi.l.12,msi.l.13,msi.l.14,msi.l.15,msi.l.16,msi.l.17,msi.l.18,msi.l.19,msi.l.20,msi.l.21,msi.l.22,msi.l.23,msi.l.24,msi.l.25,msi.l.26,msi.l.27,msi.l.28,msi.l.29,msi.l.30,msi.l.31,msi.l.32,msi.l.33,msi.l.34,msi.l.35,msi.l.36,msi.l.37,msi.l.38,msi.l.39,msi.l.40,msi.l.41,msi.l.42,msi.l.43,msi.l.44,msi.l.45,msi.l.46,msi.l.47,msi.l.48,msi.l.49,msi.l.50,msi.l.51,msi.l.52,msi.l.53,msi.l.54,msi.l.55,msi.l.56,msi.l.57,msi.l.58,msi.l.59,msi.l.60,msi.l.61,msi.l.62,msi.l.63,msi.l.64,msi.l.65,msi.l.66,msi.l.67,msi.l.68,msi.l.69,msi.l.70,msi.l.71,msi.l.72,msi.l.73,msi.l.74,msi.l.75,msi.l.76,msi.l.77,msi.l.78,msi.l.79,msi.l.80,msi.l.81,msi.l.82
SIRPG,85.9669,61.1465,75.5608,106.7772,75.0894,22.932,60.044,16.1473,127.0391,57.3888,24.4323,25.9901,61.4035,21.978,131.8681,34.9243,18.6813,122.1865,161.8105,45.5559,84.605,23.0263,144.0438,16.6482,53.1674,54.5256,14.8423,33.3081,12.7683,132.4717,44.9294,63.1488,52.0723,67.2515,3.3903,298.441,174.4875,40.0616,151.7982,135.8811,141.5094,89.7303,8.7046,54.3123,136.4938,22.4172,31.6164,67.3445,36.7948,9.9291,91.3909,32.9374,56.5401,46.2304,42.4905,131.1463,81.6606,26.816,23.0386,22.5904,16.9611,69.0433,19.3454,32.167,87.7067,24.8622,71.076,355.6218,79.0976,4.4328,83.0188,121.2352,25.1598,29.5924,12.2271,22.6501,22.9852,107.6138,11.0165,157.131,68.0098,82.9619,12.945,33.85,41.866,1.5283,173.3826,64.8486,64.5795,22.7053,17.3697,19.6937,40.3115,14.3488,6.6722,44.2324,26.4766,38.7089,25.1908,48.701,22.291,23.2558,51.0579,7.6351,37.3216,39.1909,74.8663,23.2198,19.1874,4.3189,20.4439,88.3028,50,23.8693,9.901,11.7754,48.4848,15.1748,10.6101,24.3605,1.6949,14.1156,24.1789,42.0795,18.9681,247.2989,5.9372,13.8507,308.6187,16.7484,53.8117,27.5436,10.6122,11.7435,32.9161,16.1184,12.987,26.8123,63.8116,43.8171,12.4464,14.1626,82.3746,5.2724,0.8979,27.7806,4.2022,20.0605,30.5748,11.454,5.1383,4.5819,72.1103,78.2408,2.784,14.4541,10.3768,73.7813,35.1231,52.3681,78.0174,60.7089,13.5025,7.0665
SLC25A37,536.8009,585.9873,688.3117,786.9332,748.5101,477.4775,642.6584,430.4277,613.9397,509.3257,499.3959,565.5941,691.7293,653.2357,743.956,803.2596,1067.033,710.6109,973.1259,1526.1222,1866.0107,706.1404,669.3798,698.1132,666.2896,983.6423,601.1132,772.1423,449.0174,387.7221,598.2028,709.3426,783.2094,657.8947,692.7552,1422.049,550.7973,1382.1263,704.986,819.5329,388.5077,587.1369,439.8361,719.2843,527.1483,733.9181,349.888,1889.5813,3040.8831,341.3712,708.5149,620.4104,404.6414,570.7681,1272.1918,613.0571,878.6496,376.8927,1616.4384,736.4458,672.0848,399.8195,450.7929,374.7178,795.3065,800.2815,1053.166,662.2658,482.0912,737.8602,450.6735,661.8376,428.4159,539.3635,811.3537,584.3715,494.7867,808.5921,801.7026,424.5439,1269.3857,1044.2235,411.0032,409.9102,477.2727,424.8599,781.8854,604.2145,457.4381,474.8792,557.072,303.0635,643.6097,307.947,321.5981,311.3617,549.8982,127.8566,320.6107,318.9916,513.9319,583.0565,709.8293,487.1214,490.6696,262.9583,278.9661,448.9164,507.9007,655.3872,539.4907,186.9266,325,973.6181,594.0594,350.5435,678.7879,433.0659,307.6923,550.5481,515.2542,307.2847,242.5952,403.636,217.6066,518.6074,511.8745,564.3257,379.8771,508.1699,823.1191,685.7414,122.449,345.4873,222.0677,436.5132,390.5724,434.9553,707.4946,708.6581,343.7768,262.931,671.422,310.1933,1261.9529,284.3075,449.1654,279.8762,950.6726,701.2409,255.7312,433.317,532.3436,248.8155,253.8976,257.7648,288.367,414.361,427.937,487.2289,726.0211,1009.6855,905.4828,698.2418
STEAP4,335.3365,194.9045,89.7285,85.8118,83.4327,38.493,152.9246,34.3131,79.0905,425.6337,39.0917,112.6238,88.9724,130.6471,41.7582,277.0664,42.3077,45.0161,201.4144,105.7823,101.8394,125,52.9573,67.7026,113.1222,69.7928,36.1781,153.4191,231.9568,213.2472,148.9089,257.7855,32.9437,20.4678,109.6203,33.4076,126.6515,26.1941,20.4344,22.293,18.8679,265.5602,88.5817,131.7665,138.5109,76.5107,104.3341,212.5287,50.695,214.1844,38.6291,28.0778,90.7173,57.2546,180.0589,85.8696,62.9562,17.9998,450.1868,75.3012,82.6855,196.7509,81.4307,41.7607,22.7938,335.4052,78.9733,276.8313,97.5729,273.6248,77.7478,879.5273,33.5464,587.3814,61.1354,20.3851,79.2385,23.3943,53.0796,186.9818,102.9975,12.3414,1.6181,82.0748,156.6986,63.678,124.5841,182.6985,141.1641,229.9517,62.0347,38.2932,41.6858,26.4901,9.341,114.484,28.5132,53.9578,67.9389,66.558,38.3901,33.2226,95.8892,166.4459,42.8101,11.378,111.4082,89.7833,109.4808,57.2249,18.1723,34.4037,0,27.6382,101.4851,48.913,12.1212,23.3459,6.6313,25.5786,8.4746,22.802,13.7014,73.9455,427.8368,1108.6435,30.1103,8.8786,165.6003,90.2778,34.3797,217.0248,11.0204,32.2,87.1581,125,50.0241,14.8957,18.8437,252.7912,15.0215,20.3202,75.9319,26.8014,31.4254,50.8325,20.5439,9.3831,28.5365,44.5434,9.4862,82.4742,18.0276,29.1581,37.8619,52.3101,37.6843,49.4071,130.3997,235.6565,49.1051,50.7239,16.3666,53.1673
TAGLN,8741.6711,4561.0446,3563.1641,6140.5656,1591.18,1977.887,924.1147,1571.8431,1331.6856,26887.1353,4892.3208,1381.1881,1486.2155,2754.5788,2752.7473,6941.5134,2615.9341,3893.8907,3051.768,2221.1507,9944.2234,3632.7741,3002.1686,2780.1887,10555.9842,1706.7503,2769.9443,7465.8895,1747.1245,12126.0097,8318.3569,5320.9343,2400.6376,1450.2924,3302.1707,2985.5234,13296.5831,798.151,1653.7249,3102.1338,4464.837,10494.2946,1775.7296,8337.1805,10951.338,4629.6296,2643.13,5339.8929,626.3287,2724.8227,5418.9141,2624.73,5957.8059,4676.9346,3233.0669,5118.8709,862.6825,2518.863,3310.0872,2019.5783,4610.6007,14534.296,847.5987,9241.0045,1332.448,4419.3738,6436.8918,6427.3893,9685.9104,1870.2398,9153.5925,23577.6668,4652.8276,115064.7515,1571.179,2182.333,1079.6997,908.5496,3324.9875,2922.1393,4456.0197,789.5509,1298.6408,18553.0727,23754.3421,1732.0428,5847.0573,22418.417,4207.6355,653.6232,3048.3871,7314.0044,5006.8713,2996.6556,2177.753,4941.5438,2205.7026,2194.6764,1854.7863,4332.6765,1624.7678,2889.5349,6435.8352,1270.486,3002.8211,522.1239,8424.2424,2229.613,2044.0181,1691.914,4563.8984,2534.4037,3050,6340.4523,8715.3465,5721.8569,1784.8485,1293.3613,1078.2361,1264.4093,493.2203,1758.168,2781.3822,5641.916,15408.2364,21212.1729,835.8779,2565.2135,15936.269,1379.4935,7709.0184,4227.4724,687.7551,5414.1756,15210.4775,6917.4342,6685.9067,5425.0248,3277.6574,12718.34,9170.4936,5264.7783,5464.335,1550.0879,3345.4994,14841.3257,4855.3753,3979.095,650.2242,1743.8753,1628.4585,17850.4336,1779.5599,1343.7006,7909.2428,5467.1806,1378.4817,917.6548,2893.8635,26192.7865,4104.6765,2965.9631,737.3404,15997.0051
TECPR2,526.3011,417.8344,272.7273,247.1965,228.8439,338.2473,288.4927,535.3854,363.3218,660.4495,219.8906,292.0792,333.3333,332.1123,331.8681,622.8172,307.1429,832.7974,355.3041,459.0335,614.1698,389.2544,370.7009,295.2275,409.5023,357.6881,332.0965,357.3051,89.3779,245.5574,234.9166,488.7543,399.5749,333.3333,244.103,278.3964,494.3052,340.5239,725.4204,730.3609,481.1321,434.6473,305.1715,469.4475,547.9922,409.3567,266.1046,452.1701,461.9787,243.9716,278.4124,212.203,460.7595,496.4438,331.0896,357.0095,577.0985,614.9302,239.1034,284.6386,445.9364,637.1841,422.4497,470.0903,508.897,588.2491,476.6606,682.7087,415.118,398.9522,530.1783,638.2005,489.9177,1114.4612,420.9607,481.3137,418.5726,318.5878,382.0731,547.2637,507.5184,517.6551,1794.4984,482.2473,453.3493,275.0891,600,586.1317,385.8211,428.9855,382.134,489.0591,483.2799,440.3974,716.59,345.1865,439.9185,553.6543,241.9847,407.4651,294.1176,344.6844,925.2687,450.4728,474.2042,504.4248,326.2032,210.5263,276.5237,219.1822,525.8615,401.3761,3375,476.1307,522.2772,390.3986,524.2424,409.7201,892.5729,783.1912,384.7458,314.8854,521.4588,464.0997,596.4424,656.6627,410.5174,543.7272,634.8012,487.7451,353.2636,381.8117,229.3878,503.8356,777.4687,536.8421,398.2684,562.0655,512.6338,613.4401,484.5494,112.6847,678.3249,251.3181,561.1672,437.9873,521.5361,243.3143,299.6331,379.5737,401.1858,624.4477,662.2481,443.2025,587.9733,516.562,427.6352,480.2372,553.4921,566.8079,402.4782,774.4383,570.3764,784.0498
TEK,221.8077,84.0764,68.477,83.374,52.4434,46.683,19.7019,91.838,45.9713,181.7312,70.8536,90.3465,58.8972,58.6081,54.9451,136.2049,71.978,41.8006,124.4696,114.6619,65.8039,85.5263,75.1993,103.2186,123.3032,54.5256,68.6456,172.5965,102.1461,164.7819,142.4904,144.4637,88.204,70.1754,105.0999,90.2004,248.2916,50.8475,26.2728,60.5096,53.1732,86.6183,17.9211,116.6535,166.751,87.7193,87.9989,121.5699,63.3688,32.6241,42.3978,44.2765,143.4599,121.9772,123.2646,130.1055,51.0949,87.06,68.4932,30.1205,71.3781,336.6426,122.8208,129.2325,62.9308,62.8592,131.4342,295.1448,140.2972,54.4026,126.0656,445.2917,62.8996,560.5807,9.607,58.8901,23.5901,21.2675,69.6044,192.7861,102.2113,18.1694,35.5987,148.3838,211.7225,67.244,226.9871,541.8601,156.8951,48.7923,109.1811,153.1729,80.623,83.8852,17.3476,133.5646,32.5866,104.3967,51.9084,86.8501,65.0155,93.0233,105.8517,79.4054,97.6948,69.5322,114.9733,89.7833,68.8488,115.5295,84.047,166.2844,100,64.0704,111.3861,429.3478,45.4545,52.5282,15.9151,29.2326,15.2542,45.6041,43.5221,165.4581,172.2939,522.2089,39.0161,42.9726,359.3025,21.2418,42.3518,139.6177,11.0204,69.3247,201.2054,188.4868,53.3911,45.6802,141.7559,353.4864,107.2961,23.399,140.8191,55.7996,75.4209,81.5685,33.1505,32.6792,23.2369,29.5896,60.0791,237.6043,117.1792,51.9985,27.2829,143.8527,12.5614,84.9802,119.4994,350.1476,76.1817,96.655,32.7332,86.1445
TFEC,120.7474,142.6752,99.1736,212.5792,151.3707,22.932,34.2438,31.7901,214.5329,127.6901,44.9554,27.2277,95.2381,42.735,117.5824,187.4272,77.4725,35.3698,157.2843,74.1248,31.3352,26.3158,129.2157,113.2075,42.9864,91.6031,59.3692,137.2697,246.8532,323.1018,121.9512,134.083,38.2572,64.3275,57.6354,108.0178,186.3326,41.6025,32.1112,31.8471,83.1904,60.166,16.8971,38.2548,258.8675,39.4737,51.6401,100.5794,14.7179,7.0922,71.6052,92.3326,169.1983,96.3727,40.8077,183.1885,114.9635,23.5099,36.7372,4.5181,12.7208,139.8917,44.5394,34.4244,105.5453,27.6768,135.947,579.6422,44.4563,10.8805,196.7853,343.8811,18.8699,49.6929,30.5677,24.3488,8.4682,18.2901,26.0391,118.1592,112.0393,52.4511,3.2362,151.166,145.933,14.2639,126.4325,202.0284,135.3686,62.8019,64.5161,77.6805,101.2368,40.8389,9.341,76.3226,2.0367,59.8228,43.5115,88.4735,56.3467,22.4252,42.3407,25.1959,192.0966,73.3249,229.0553,109.9071,28.2167,24.8335,40.8877,120.4128,0,31.407,66.8317,34.4203,6.0606,10.5056,6.6313,9.7442,8.4746,6.5149,28.2087,86.2016,72.7112,421.9688,3.8168,29.477,92.8365,2.451,20.9268,35.1419,5.3061,23.8659,108.0204,37.5,19.24,4.9652,90.7923,163.893,19.7425,61.5764,128.3939,10.1054,8.5297,47.2861,10.272,29.1201,9.3763,20.6809,18.5771,79.856,49.8409,63.6618,2.784,41.9857,2.7307,18.4453,16.1486,59.0425,72.9693,51.1233,14.73,34.3232
THEMIS,28.2181,72.6115,31.8772,95.0756,60.7867,22.113,34.7129,7.5691,40.0395,22.4773,21.9891,25.9901,35.0877,6.105,69.2308,25.6112,8.7912,9.6463,92.7864,57.524,6.267,15.3509,68.8444,11.0988,23.7557,56.7067,16.6976,26.2427,27.6646,140.5493,23.1065,24.2215,17.0032,23.3918,4.5204,52.3385,76.9932,6.1633,20.4344,24.4161,32.5901,38.9004,8.7046,25.5032,61.1869,8.2846,30.0356,22.3024,17.5797,2.8369,67.3654,7.0194,34.5992,28.4495,8.8347,48.3992,61.1314,15.061,6.2267,10.5422,4.947,33.8448,14.8465,18.623,34.1907,10.7893,34.9739,232.1124,25.4036,0.806,57.1029,62.1426,24.4609,20.6588,6.1135,12.4575,8.4682,46.7886,8.012,112.7695,23.9803,46.9661,0,19.0117,38.2775,2.0377,138.2625,23.0711,27.7361,30.9179,17.3697,10.9409,34.3564,6.6225,5.3377,25.1518,4.0733,52.7848,29.0076,30.844,26.6254,11.6279,17.4344,6.8716,26.3447,46.7762,42.7807,20.1238,12.4153,0,14.765,65.367,0,13.8191,4.9505,9.9638,21.2121,3.5019,0,8.5262,3.3898,4.3432,10.4775,26.555,8.9572,102.6411,3.8168,14.561,149.5421,6.9444,8.9686,30.393,3.6735,13.2588,15.7626,8.5526,1.924,3.9722,65.9529,27.3857,7.2961,25.8621,45.5591,4.3937,1.7957,17.7323,1.4007,6.4711,27.3135,8.5905,3.5573,4.5819,49.8409,49.5687,0.5568,17.5514,2.7307,38.8669,15.7449,45.6937,35.7962,23.9641,5.3191,2.019
TIE1,755.3274,275.1592,292.7981,259.3857,115.6138,50.7781,35.6511,162.4827,176.4706,877.5705,199.3674,221.5347,156.6416,118.4371,134.0659,506.4028,179.6703,395.4984,284.017,175.2743,449.66,275.2193,193.8236,168.7014,411.7647,110.1418,176.2523,344.1837,25.5365,350.5654,345.3145,363.3218,212.5399,181.2865,293.8276,277.2829,787.6993,137.1341,205.8034,150.7431,205.8319,278.527,111.6231,394.8271,620.6095,256.8226,168.6207,317.0438,156.1733,144.208,123.8959,177.1058,430.3797,304.4097,238.9567,238.3533,151.0036,193.2218,209.8381,144.5783,223.3216,763.0866,161.0617,371.3318,134.2854,274.8915,346.9186,717.632,422.6236,192.2224,539.8419,988.1815,230.6317,1440.536,62.0087,124.0091,59.8825,116.1208,184.7772,398.01,263.7838,47.9945,213.5922,310.6785,430.622,174.2231,902.7726,1729.7122,440.0513,21.7391,285.3598,247.2648,158.0394,161.1479,204.1681,261.9254,221.9959,145.4516,166.4122,155.0315,148.6068,183.5548,315.0646,82.4594,171.2404,41.7193,317.2906,184.2105,81.2641,172.7545,187.402,196.1009,725,241.206,500,970.1087,115.1515,151.7482,110.0796,113.2765,86.4407,129.2116,127.3423,332.1418,566.4095,1141.6567,57.2519,98.0201,721.114,101.3072,213.7519,295.3817,60,133.346,525.7302,428.9474,184.2232,192.6514,151.1777,601.2218,218.0258,44.9507,372.2964,113.3568,210.101,336.9133,131.668,88.978,73.3795,122.4944,119.7628,477.1723,181.8664,162.3132,158.1292,308.3541,54.0688,82.3452,404.9253,632.0113,203.3043,206.0909,101.0638,196.8537
TLE3,804.5451,1421.6561,1744.9823,2588.0059,867.6996,1144.1441,1188.2145,2716.7907,876.9155,1287.9005,1688.7596,1111.3861,1838.3459,1233.2112,1918.6813,1330.617,485.1648,4694.5338,1192.645,1230.7811,2555.385,1451.7544,1995.4298,1532.7414,1038.4615,1839.6947,941.5584,861.9733,183.0118,878.8368,1038.5109,1147.0588,1599.3624,1824.5614,1843.2034,1589.0869,1528.4738,1440.678,2405.418,2063.6943,1674.9571,1493.7759,1440.3482,1678.0152,1327.9565,1166.1793,1170.3333,1916.2567,1855.2739,596.2175,1540.9257,1342.8726,1435.443,1631.9346,862.8523,928.4329,2501.3686,1614.1,712.9514,1831.3253,1306.7138,1604.2419,4323.0233,1433.4086,1206.0909,1128.1811,1188.5489,1841.5673,1704.9284,767.6808,1890.1055,1530.69,1117.5156,2460.6365,1346.7249,1406.0023,1129.9042,1215.6529,1953.9309,1470.5638,1316.5602,1757.9705,1826.8608,1283.056,1160.2871,458.4819,1031.793,1071.2493,1467.1136,1514.9758,1565.7568,1242.8884,767.7508,1257.1744,1355.7829,1371.2056,1816.7006,1092.0597,835.8779,842.5273,1123.2198,750,951.4203,1020.0537,1106.4764,954.488,861.8538,1207.4303,1158.0135,732.047,1370.8743,974.7706,1075,1689.6985,1381.1881,2605.0725,1269.697,1929.5363,1123.3422,555.4202,993.2203,1469.1032,1134.7975,1521.3972,1247.6817,1866.1465,561.9169,704.608,1719.734,2169.5261,1259.5914,775.9706,946.9388,855.7629,1689.847,1313.1579,717.6527,1130.0894,1125.4818,1098.7992,1194.4206,326.9704,1755.1772,1134.007,1205.3872,957.543,851.64,1048.9694,635.956,923.6398,892.4901,723.9404,1183.9873,1880.209,1009.4655,1513.8949,830.1475,917.6548,1387.9693,1043.255,1209.7292,1022.4663,638.707,1876.3355
TNFRSF10C,76.1234,24.2038,16.5289,92.1502,33.3731,61.4251,13.1346,30.2763,20.7612,79.8661,46.91,43.3168,65.1629,34.188,41.7582,89.6391,80.2198,70.7395,237.6238,29.3411,203.6788,25.2193,54.0164,33.2963,44.1176,25.0818,36.1781,130.2044,12.7683,45.2342,94.9936,120.2422,23.3794,125.731,21.472,26.7261,107.9727,40.0616,23.3536,13.8004,8.5763,20.7469,12.2888,272.5063,38.3258,18.5185,43.2091,59.0357,69.5012,35.461,37.2159,14.5788,56.962,65.0782,33.6559,29.6641,13.2299,11.0203,204.8568,135.5422,112.3675,87.5451,37.3411,123.5892,63.9218,37.0588,78.9733,159.7104,32.9092,16.9252,14.9346,47.2741,88.0594,26.2423,189.5197,82.6727,18.7511,150.9996,42.0631,38.5572,95.5283,54.1652,8.0906,36.6322,169.8565,102.3943,54.3438,89.7904,43.467,23.6715,104.2184,16.4114,77.8745,58.4989,29.3575,42.4978,83.5031,21.1139,33.5878,55.1945,26.0062,134.5515,59.7751,38.1757,195.3897,99.8736,38.3244,65.0155,113.9955,71.2612,57.9243,29.8165,100,30.1508,164.604,73.3696,30.303,12.8402,2.6525,114.4945,54.2373,49.9473,20.1491,22.8782,32.6673,64.2257,61.9169,67.1224,18.5673,51.0621,30.3936,37.5163,11.4286,259.4943,16.2262,43.75,67.8211,21.8471,117.3448,251.106,24.0343,6.7734,55.2232,36.0281,30.0786,24.2341,14.9411,41.7388,81.5328,41.3618,12.6482,94.2563,30.2227,14.579,16.147,39.9208,42.0535,11.8577,75.4945,74.4449,24.3231,11.1832,15.5483,14.8061
TNFRSF25,171.2775,385.5924,115.7025,233.5446,207.3897,34.398,66.1422,32.2947,437.9634,118.6035,195.9469,77.9703,295.5514,125.7631,262.6374,184.9476,72.5275,469.4534,311.174,127.7881,662.7393,300.3509,491.4434,279.4007,153.8462,211.5594,100.1855,238.1226,10.6402,61.3893,19.2555,254.2128,282.4867,239.7661,231.6718,209.3541,189.0661,523.8829,852.2595,562.4522,230.7033,63.7967,144.3932,144.9903,189.612,141.8129,35.305,266.3168,383.4832,33.5697,70.6631,66.9546,134.5992,135.1351,47.1182,35.9091,69.7993,63.1828,99.0037,69.2771,49.47,42.87,136.3176,52.4831,263.6156,96.6342,212.0998,343.6968,62.9317,37.8803,275.4116,138.0099,83.1672,45.2261,579.0393,101.9253,318.1636,216.5036,87.1307,60.9453,264.57,212.89,762.1359,412.2287,129.1866,31.0749,256.5619,193.2988,273.6349,86.9565,589.33,230.8534,128.2639,428.1788,617.842,196.0104,1205.6619,239.2913,247.9542,226.4597,195.0464,350.3904,259.0254,85.5135,467.4533,58.1542,150.6239,287.7399,317.1558,134.9644,180.5874,255.7339,850,552.5754,181.9307,482.6449,257.5758,283.6523,1571.618,230.2071,200,306.1989,365.9077,196.0985,263.9732,290.5162,81.0008,304.7146,380.3789,134.3954,193.3234,94.5031,306.5306,102.6612,46.8243,258.2237,123.1361,238.8878,179.4433,83.4211,203.0043,80.0493,341.4634,269.7715,109.9888,974.6842,88.7125,221.636,157.766,201.3999,430.4348,87.7107,197.2428,359.1301,169.8218,81.5624,277.9902,59.2885,127.17,80.0924,271.6843,277.1842,79.3781,138.9754
TRAT1,28.2181,48.4076,11.8064,70.2097,29.7974,9.009,14.0728,4.0368,28.176,12.4342,4.3978,13.6139,12.5313,9.768,18.6813,9.3132,8.7912,9.6463,38.4724,22.7779,6.267,4.386,51.8981,2.2198,14.7059,27.2628,20.4082,8.0747,8.5122,54.9273,19.2555,11.2457,8.5016,8.7719,3.3903,31.1804,32.8018,9.245,14.596,28.6624,18.0103,10.3734,2.0481,15.113,53.1183,2.4366,13.1735,11.8071,3.2706,6.1466,59.8281,8.6393,20.6751,12.8023,11.3589,32.2662,13.2299,5.8775,8.0946,1.506,1.4134,11.7329,5.8486,6.772,14.8655,1.8764,10.1537,159.7104,9.815,0.806,22.8412,23.2558,11.881,10.0503,3.4934,4.53,13.3072,8.0817,1.5023,41.0448,13.3661,23.3116,1.6181,7.4192,14.3541,0.5094,95.7486,13.718,12.8331,15.4589,7.4442,7.6586,11.4521,1.1038,2.6689,13.8768,4.0733,25.8059,6.8702,16.2337,8.6687,4.1528,8.7172,1.527,9.8793,31.6056,24.9554,10.8359,5.6433,0,2.2715,32.1101,0,10.0503,17.3267,4.529,0,9.3383,0,1.218,0,2.1716,9.6716,10.2135,10.011,125.4502,1.6964,8.8786,148.5385,4.085,13.4529,14.2467,3.2653,4.5459,6.4905,4.6053,5.291,1.9861,11.9914,23.1725,1.7167,3.6946,22.5495,0.4394,0.8979,5.3197,0,1.6178,7.7456,0.9545,0.7905,2.6182,21.2089,37.4195,1.1136,5.1622,1.6384,19.7628,2.0186,37.9926,11.0142,19.97,3.6825,0.673
VEPH1,25.5932,8.9172,3.5419,1.9503,4.7676,5.733,3.7528,3.0276,2.4716,56.9106,1.4659,30.9406,2.5063,9.768,7.6923,10.4773,3.2967,6.4309,20.3678,7.7213,31.3352,6.5789,1.0591,4.4395,18.0995,46.892,19.4805,53.4948,27.6646,8.0775,15.4044,12.9758,6.3762,2.924,46.3344,1.1136,36.4465,0,0,3.1847,11.1492,2.0747,11.7768,6.6119,3.3619,15.5945,41.1013,6.5595,2.0442,3.7825,95.6307,2.1598,5.4852,12.8023,6.3105,0.5204,63.8686,3.6734,25.5293,1.506,71.3781,28.4296,13.9467,27.088,8.4238,16.4184,1.1282,6.8143,13.2792,4.0298,2.6355,46.5116,36.342,1.1167,0.8734,3.9638,0.6049,20.8422,6.009,48.0929,2.7518,0.6856,0,1.3911,10.7656,6.6225,5.915,62.978,3.3118,0.4831,3.7221,6.5646,13.7426,6.6225,2.6689,2.6019,0,2.346,3.0534,12.1753,3.096,1.6611,26.1516,56.5,5.4885,18.9633,5.3476,29.4118,2.2573,1.0797,10.2219,2.2936,0,2.5126,32.1782,27.1739,12.1212,3.5019,0,1.218,0,8.6865,2.4179,8.5793,1.5807,6.0024,2.9686,5.3272,5.0182,1.634,4.9826,8.0731,2.8571,6.8188,2.318,2.3026,0.481,0,1.2848,10.1116,1.7167,4.9261,4.6019,3.5149,2.2447,6.5018,4.2022,0.6471,1.223,0.6363,2.7668,13.0911,2.1209,0.9719,7.2383,4.1297,0,5.9289,70.2463,11.8085,4.1303,3.1952,13.0933,0.673
VNN3,3.9374,35.6688,3.5419,6.3384,17.8784,13.923,8.4437,16.6519,6.9204,25.3467,1.4659,6.1881,17.5439,2.442,7.6923,11.6414,3.8462,112.5402,36.2093,3.0885,7.8338,6.5789,23.3012,0,10.181,3.2715,7.4212,26.2427,21.2804,11.3086,28.2413,119.3772,7.4389,2.924,2.2602,18.931,67.8815,7.7042,1.4596,55.2017,2.5729,0.5187,9.7286,1.8891,14.12,13.6452,7.9041,31.923,6.9501,0.9456,2.8265,18.3585,0.4219,11.7354,7.5726,1.5613,0,2.5714,18.0573,3.012,24.735,15.7942,21.145,2.8217,34.1907,10.7893,14.1024,17.4617,5.7735,27.8058,1.3178,9.1498,0,3.9084,0.8734,1.6988,0.6049,51.8928,33.5503,5.8043,3.5381,2.0569,0,0.9274,3.5885,2.5471,8.8725,18.7063,26.4942,0,11.1663,2.1882,0.9162,3.3113,0,6.0711,22.4033,2.346,17.5573,5.6818,1.2384,2.4917,16.1891,3.0541,4.3908,0,7.1301,9.2879,0,10.7972,0,10.3211,0,22.6131,7.4257,5.4348,27.2727,2.3346,2.6525,2.4361,0,3.2574,4.0298,4.0854,1.5807,15.006,0.8482,2.486,5.0182,6.1275,4.4843,12.3471,1.2245,3.0306,1.8544,10.8553,0.481,0,0.8565,4.6345,0,8.6207,7.3631,0,0.4489,1.1822,0,1.2942,37.5051,0.6363,0.3953,0.6546,3.7116,0.9719,0.5568,4.4739,0,2.635,2.4223,3.0805,9.6374,11.1832,1.6367,0
