HUGO_symbols,TCGA-AF-2687-01A-02R-1736-07,TCGA-AF-2690-01A-02R-1736-07,TCGA-AF-2691-01A-01R-0821-07,TCGA-AF-2692-01A-01R-0821-07,TCGA-AF-2693-01A-02R-1736-07,TCGA-AF-3400-01A-01R-0821-07,TCGA-AF-3913-01A-02R-1119-07,TCGA-AF-4110-01A-02R-1736-07,TCGA-AF-5654-01A-01R-1660-07,TCGA-AF-6136-01A-11R-1830-07,TCGA-AF-6655-01A-11R-1830-07,TCGA-AF-6672-01A-11R-1830-07,TCGA-AF-A56K-01A-32R-A39D-07,TCGA-AF-A56L-01A-31R-A39D-07,TCGA-AF-A56N-01A-12R-A39D-07,TCGA-AG-3574-01A-01R-0821-07,TCGA-AG-3575-01A-01R-0821-07,TCGA-AG-3578-01A-01R-0821-07,TCGA-AG-3580-01A-01R-0821-07,TCGA-AG-3581-01A-01R-0821-07,TCGA-AG-3582-01A-01R-0821-07,TCGA-AG-3584-01A-01R-0821-07,TCGA-AG-3587-01A-01R-0821-07,TCGA-AG-3591-01A-01R-1736-07,TCGA-AG-3593-01A-01R-0821-07,TCGA-AG-3594-01A-02R-0821-07,TCGA-AG-3598-01A-01R-0826-07,TCGA-AG-3599-01A-02R-0826-07,TCGA-AG-3600-01A-01R-0826-07,TCGA-AG-3602-01A-02R-0826-07,TCGA-AG-3605-01A-01R-0826-07,TCGA-AG-3609-01A-02R-0826-07,TCGA-AG-3611-01A-01R-0826-07,TCGA-AG-3612-01A-01R-0826-07,TCGA-AG-3725-01A-11R-1736-07,TCGA-AG-3726-01A-02R-0905-07,TCGA-AG-3727-01A-01R-0905-07,TCGA-AG-3728-01A-01R-0905-07,TCGA-AG-3732-01A-11R-1660-07,TCGA-AG-3742-01A-11R-1660-07,TCGA-AG-3878-01A-02R-0905-07,TCGA-AG-3881-01A-01R-0905-07,TCGA-AG-3882-01A-01R-0905-07,TCGA-AG-3883-01A-02R-0905-07,TCGA-AG-3885-01A-01R-0905-07,TCGA-AG-3887-01A-01R-1119-07,TCGA-AG-3890-01A-01R-1119-07,TCGA-AG-3892-01A-01R-1119-07,TCGA-AG-3893-01A-01R-1119-07,TCGA-AG-3894-01A-01R-1119-07,TCGA-AG-3896-01A-01R-1119-07,TCGA-AG-3898-01A-01R-1119-07,TCGA-AG-3901-01A-01R-1119-07,TCGA-AG-3902-01A-01R-A32Z-07,TCGA-AG-3909-01A-01R-1119-07,TCGA-AG-3999-01A-01R-1119-07,TCGA-AG-4005-01A-01R-1119-07,TCGA-AG-4008-01A-01R-1119-07,TCGA-AG-4015-01A-01R-1119-07,TCGA-AG-4021-01A-01R-1736-07,TCGA-AG-4022-01A-01R-1736-07,TCGA-AG-A002-01A-01R-A002-07,TCGA-AG-A008-01A-01R-A002-07,TCGA-AG-A00C-01A-01R-A002-07,TCGA-AG-A00H-01A-01R-A00A-07,TCGA-AG-A00Y-01A-02R-A002-07,TCGA-AG-A011-01A-01R-A002-07,TCGA-AG-A014-01A-02R-A002-07,TCGA-AG-A015-01A-01R-A002-07,TCGA-AG-A016-01A-01R-A002-07,TCGA-AG-A01J-01A-01R-A00A-07,TCGA-AG-A01L-01A-01R-A002-07,TCGA-AG-A01N-01A-01R-A00A-07,TCGA-AG-A01W-01A-21R-A083-07,TCGA-AG-A01Y-01A-41R-A083-07,TCGA-AG-A020-01A-21R-A083-07,TCGA-AG-A023-01A-01R-A00A-07,TCGA-AG-A025-01A-01R-A00A-07,TCGA-AG-A026-01A-01R-A00A-07,TCGA-AG-A02G-01A-01R-A00A-07,TCGA-AG-A02X-01A-01R-A00A-07,TCGA-AG-A032-01A-01R-A00A-07,TCGA-AG-A036-01A-12R-A083-07,TCGA-AH-6544-01A-11R-1830-07,TCGA-AH-6547-01A-11R-1830-07,TCGA-AH-6643-01A-11R-1830-07,TCGA-AH-6903-01A-11R-1928-07,TCGA-BM-6198-01A-11R-1736-07,TCGA-CI-6619-01B-11R-1830-07,TCGA-CI-6620-01A-11R-1830-07,TCGA-CI-6621-01A-11R-1830-07,TCGA-CI-6622-01A-11R-1830-07,TCGA-CI-6623-01B-11R-1830-07,TCGA-CI-6624-01C-11R-1830-07,TCGA-CL-4957-01A-01R-1736-07,TCGA-CL-5917-01A-11R-1660-07,TCGA-CL-5918-01A-11R-1660-07,TCGA-DC-4745-01A-01R-A32Z-07,TCGA-DC-4749-01A-01R-1736-07,TCGA-DC-5337-01A-01R-1660-07,TCGA-DC-5869-01A-01R-1660-07,TCGA-DC-6155-01A-11R-1660-07,TCGA-DC-6156-01A-11R-1660-07,TCGA-DC-6157-01A-11R-1660-07,TCGA-DC-6158-01A-11R-1660-07,TCGA-DC-6160-01A-11R-1660-07,TCGA-DC-6681-01A-11R-A32Z-07,TCGA-DC-6682-01A-11R-1830-07,TCGA-DC-6683-01A-11R-1830-07,TCGA-DT-5265-01A-21R-1830-07,TCGA-DY-A0XA-01A-11R-A155-07,TCGA-DY-A1DC-01A-31R-A155-07,TCGA-DY-A1DE-01A-11R-A155-07,TCGA-DY-A1DG-01A-11R-A32Y-07,TCGA-DY-A1H8-01A-21R-A155-07,TCGA-EF-5830-01A-01R-1660-07,TCGA-EF-5831-01A-01R-1660-07,TCGA-EI-6506-01A-11R-1736-07,TCGA-EI-6508-01A-11R-1736-07,TCGA-EI-6509-01A-11R-1736-07,TCGA-EI-6511-01A-11R-1736-07,TCGA-EI-6512-01A-11R-1736-07,TCGA-EI-6513-01A-21R-1736-07,TCGA-EI-6514-01A-11R-1736-07,TCGA-EI-6881-01A-11R-A32Z-07,TCGA-EI-6883-01A-31R-1928-07,TCGA-EI-6884-01A-11R-1928-07,TCGA-EI-6885-01A-11R-1928-07,TCGA-EI-6917-01A-11R-1928-07,TCGA-EI-7004-01A-11R-1928-07,TCGA-F5-6464-01A-11R-1736-07,TCGA-F5-6465-01A-11R-1736-07,TCGA-F5-6702-01A-11R-1830-07,TCGA-F5-6810-01A-11R-1830-07,TCGA-F5-6812-01A-11R-1830-07,TCGA-F5-6813-01A-11R-1830-07,TCGA-F5-6814-01A-31R-1928-07,TCGA-F5-6861-01A-11R-1928-07,TCGA-G5-6235-01A-11R-1736-07,TCGA-G5-6572-01A-11R-1830-07,TCGA-G5-6641-01A-11R-A32Z-07
TAGLN,25730.8514,24032.1324,9463.1782,4057.1486,3965.3792,19936.6084,7133.3144,9353.3146,1391.1861,2647.6131,5406.9044,1857.403,4911.6907,4453.1245,4907.3999,5113.9804,16929.5014,2515.8115,1717.6735,4754.9108,4169.1395,6581.0858,5058.7515,3712.9044,2405.7971,1410.4153,2491.6201,2009.7578,3359.1897,7328.7483,2589.33,7708.4282,2018.6515,4816.8317,1424.4088,4093.635,7144.259,13907.5975,3447.5329,3109.0918,11679.189,50945.1656,7424.2424,28950.9312,2892.2241,3421.3198,3609.4698,2672.7976,7101.1352,3796.4032,5102.5346,6359.2692,24119.9601,1879.7139,3375.1978,5579.8731,5878.3019,7449.8335,2195.3886,8190.4054,7049.0933,1137.9142,678.0692,978.4439,10035.0688,738.8759,2698.647,1173.286,1304.142,1494.2399,1410.4269,1741.43,3793.8856,1338.2594,3804.1564,672.4623,9150.2193,2484.1541,31262.6331,992.1933,524.1581,3404.1584,2445.4869,1714.7635,5643.9862,3563.7456,1686.0687,4596.6644,2428.3694,4141.0949,3345.8658,1752.4375,1564.2655,6721.9447,3167.311,2914.9677,847.5367,6691.6058,2392.5729,3178.2359,5528.22,7980.7362,10400.4299,1838.5807,4028.6869,1160.7637,18545.2373,2277.1679,3234.196,38654.879,2093.0153,4959.0827,14124.7702,681.7067,566.2651,2058.0808,3072.9105,2529.5822,3182.334,4100.4081,3562.7509,1199.3053,4148.696,17035.7478,1178.8646,4304.8342,4158.5414,6476.0713,9936.0772,32017.4459,32841.7227,7954.5243,23786.204,26230.0668,37947.3062,12774.1372,6764.3963,6831.8947,594.5146,3175.2827,1135.0495
TECPR2,706.258,454.009,484.333,422.6908,450.9358,505.0455,453.3886,554.8965,634.9293,559.6734,544.9915,713.2652,608.2056,520.3774,418.52,435.4408,350.7738,596.0137,619.3878,591.4198,403.5608,737.332,422.2766,352.3119,315.735,552.7157,251.3966,593.6157,313.8462,145.8047,305.2109,366.7426,324.2424,372.2772,517.7365,2052.3068,1145.0858,4722.7926,553.288,340.8203,1624.8904,811.2583,1305.0505,728.7449,1041.806,403.5533,504.1084,412.1711,447.8844,722.8162,512.6728,382.0513,663.1845,480.2698,729.9535,543.2851,379.2453,456.1598,497.7123,641.5024,426.36,639.6422,452.7842,337.4965,442.4063,341.9204,688.8069,581.3842,502.9586,548.9044,567.9172,808.0313,421.1045,292.2824,506.9959,510.5698,503.2895,505.3841,666.6667,384.4018,527.0864,406.7217,403.9614,372.6708,544.2913,411.7401,490.458,323.4156,478.0764,413.6715,535.1308,456.9733,281.7797,512.9032,428.714,453.5057,259.0915,218.9781,276.7462,321.9745,339.6044,240.7981,481.4903,360.8196,516.173,489.2693,624.4358,435.7849,340.4146,512.6008,516.6816,402.4892,336.806,324.669,380.4692,547.9798,518.7908,444.5873,656.1813,480.5135,374.0916,682.5879,304.0093,393.9339,333.1053,497.0036,401.3423,798.2484,546.272,903.8961,687.8067,649.7065,672.8625,546.6023,493.8858,415.0284,623.5795,817.8205,292.7051,487.8837,465.3179
TEK,288.2077,406.8032,120.8594,87.3494,144.1091,338.666,67.706,230.2009,47.8781,108.6683,199.2077,59.9524,263.7511,78.4906,117.2665,100.6233,85.4827,88.0375,92.8571,124.3028,60.8309,123.061,70.9914,43.2032,105.5901,80.9372,43.2961,65.9573,100.5128,63.2737,33.4988,126.4237,34.8485,149.505,43.9189,76.4032,32.7613,117.0431,139.229,167.4805,87.6602,162.2517,68.6869,91.0931,61.8729,101.5228,105.6355,70.0346,92.8793,107.883,175.1152,147.4359,231.2342,86.468,81.478,59.9137,103.7736,231.9645,56.4918,116.0283,175.1437,98.4956,38.5613,22.2037,76.6118,39.8126,84.8708,60.4464,36.6864,45.1773,41.3972,49.951,67.0611,41.0509,65.0206,32.2126,189.693,97.631,74.6965,25.6268,29.2826,75.1923,94.4749,20.5447,250.4921,139.3106,49.1412,88.5924,368.1552,194.692,230.4693,76.3035,145.1271,199.5392,137.9436,90.9995,65.8707,151.4599,36.2511,249.6144,155.8128,30.2718,248.3879,183.908,207.4679,116.3924,181.4696,39.517,53.0449,69.0524,36.4003,68.8143,87.2656,27.4644,12.0482,44.4444,100.5335,113.31,78.2034,43.0995,130.5951,125.0543,92.6431,158.0187,83.7893,59.5286,152.5727,239.5996,99.2881,673.1602,251.2266,251.9802,244.5271,270.3305,230.3217,140.2359,56.4631,81.4839,34.5966,213.2472,33.8563
TFEC,253.2993,317.9452,69.8299,25.1004,47.1708,189.0229,27.8078,82.4227,10.3373,27.0101,45.8404,20.7312,77.9982,34.717,31.1363,23.1523,109.0641,51.9421,44.898,32.7113,32.6409,50.6722,39.1677,49.8894,90.0621,90.5218,61.4525,31.0387,41.0256,63.2737,21.0918,62.6424,36.3636,66.3366,21.9595,3.5263,3.1201,16.4271,64.3991,26.3672,15.2453,23.1788,34.3434,20.2429,8.3612,16.4975,32.0918,87.2563,42.3117,16.1825,44.9309,70.5128,127.9418,129.2162,20.0905,16.2478,27.3585,33.2963,27.2719,58.0141,130.031,10.4289,14.927,4.4407,21.5808,14.0515,20.9102,9.8912,8.284,7.906,3.881,4.8972,6.9034,24.6305,94.6502,6.4425,7.6754,12.4432,11.2045,25.6268,8.7848,21.6463,38.0071,3.3445,159.4488,23.8818,10.0191,101.4009,55.7688,25.071,101.0276,7.2064,14.8305,78.341,9.8013,12.4316,16.4677,41.5146,15.9151,28.6075,31.8379,5.504,324.8149,35.4823,133.9235,49.5063,23.2942,31.2843,48.9249,71.5726,27.8058,16.3372,79.4215,11.28,7.6094,18.1818,55.0089,51.9166,36.7374,35.3049,136.9142,40.8163,37.3686,37.3903,17.4419,42.7487,55.481,84.767,185.8374,97.4026,134.4721,131.2086,83.4366,34.1626,104.4758,51.5509,62.1449,30.1424,8.1939,12.5202,5.3675
THEMIS,18.7314,93.0233,29.5434,9.0361,21.2052,16.7364,2.4181,42.8765,10.3373,16.9598,11.3186,19.6106,9.0171,9.434,8.4917,20.4809,22.5989,20.2486,41.8367,17.0099,20.7715,9.3071,18.3599,30.3451,39.3375,76.6773,41.8994,21.3391,10.2564,28.8858,13.6476,12.5285,6.0606,9.901,29.1385,1.1754,0,10.2669,61.678,8.7891,6.3522,6.6225,32.3232,0,3.3445,44.4162,25.406,32.147,6.192,7.5518,9.2166,11.5385,28.1707,72.5424,15.6259,6.0929,9.434,9.9889,14.61,2.2313,28.7483,2.3175,11.1952,5.921,0,5.8548,9.8401,0,8.284,1.1294,15.5239,7.8355,0.9862,14.7783,18.93,5.6372,9.8684,8.6145,2.8011,11.3897,8.7848,9.1142,42.3508,0.9556,87.5984,4.8648,9.0649,26.1508,23.4391,9.0099,25.6515,2.9674,4.2373,33.6406,12.3423,0.4973,11.5274,20.9854,8.3996,40.948,19.7781,0,114.1629,9.995,27.6927,42.6596,15.4043,14.27,10.815,7.0565,11.1223,6.4359,8.8246,3.9235,6.9753,4.0404,15.1749,26.3703,8.7297,1.3755,79.6209,11.7238,12.8455,4.4512,19.8358,25.9688,31.3199,22.8339,39.3406,15.5844,39.5239,42.121,24.3701,15.2247,31.8176,19.6592,40.483,8.9434,10.9252,4.8465,2.4773
TIE1,615.5811,856.647,193.3751,118.4739,275.2353,1049.4708,139.0392,431.6786,70.185,250,358.8002,107.0178,711.0009,266.0377,323.4937,209.2609,179.8084,183.9983,146.9388,303.5606,136.4985,368.1489,241.1261,117.7802,201.8634,211.9276,99.162,91.1763,183.5897,119.6699,94.2928,404.328,51.5152,365.3465,95.0169,580.6641,516.3807,661.191,171.8821,285.1562,522.1501,1519.8675,371.7172,744.9393,361.204,294.4162,258.0714,102.1817,269.3498,199.5836,367.5115,351.2821,525.8525,120.7961,173.0012,190.9114,235.8491,381.798,108.1136,369.2823,262.7156,286.2167,103.2447,35.526,294.5778,137.0023,196.802,149.4674,56.8047,190.8742,109.9612,134.1822,197.2387,185.5501,174.4856,95.8325,532.8947,361.809,259.5705,119.5917,83.4553,216.4625,207.4103,64.5007,395.1772,398.4724,80.3912,240.1601,579.1069,452.0615,397.0071,119.9661,305.0847,327.6498,304.9279,134.7588,147.6602,270.073,75.5968,121.1611,236.3724,103.1992,610.9386,294.8526,350.925,141.6722,330.2522,110.3183,159.6498,286.7944,129.9287,182.6796,295.1342,107.896,46.2904,121.7172,185.4179,253.8144,192.4168,228.3356,376.6193,236.6479,184.1183,203.4212,206.9083,163.8034,239.3736,443.8536,351.4425,2363.6364,854.5339,435.0014,513.0112,460.0817,541.8497,322.8484,241.4773,188.8042,62.8201,361.0662,32.2048
TLE3,1243.0822,1488.3721,1119.0689,1842.3695,1154.1707,1512.1831,1338.4032,1537.3088,1229.0533,809.0452,778.1551,1363.2161,1280.8837,1532.4528,1500.2022,925.2004,1236.0599,1338.1695,1526.5306,1589.7679,912.4629,1415.7187,1762.5459,521.5245,1247.412,1116.0809,379.8883,1699.3705,872.8205,397.5241,1013.6476,1343.9636,810.6061,660.396,677.3649,4339.7003,2619.3448,2630.3901,2020.4082,940.918,3704.5977,2437.0861,2456.5657,1465.587,3193.9799,851.5228,1408.027,1104.4808,1217.7503,1442.3959,1192.3963,778.2051,1400.3169,1390.6127,1020.1491,1577.05,1457.5472,1339.6226,1240.8718,1913.3507,1128.7041,1441.5124,1429.2556,1264.1317,769.3553,1703.7471,1998.77,2077.157,1209.4675,1558.6176,1011.6429,1838.3937,1502.9586,1034.4828,1962.1399,1398.8323,1345.3947,1978.4637,2126.9841,1943.8394,1333.8214,494.446,750.3692,805.0645,1472.9331,1258.2177,1225.1908,1102.6017,1212.7703,1051.4151,1361.1107,1848.2408,698.7994,1405.53,1446.9553,1150.6713,1067.1058,407.3905,966.4014,602.4401,478.0511,1268.6619,1374.2536,876.5617,1411.4175,584.5951,1272.5416,884.1932,1086.6486,1648.1855,1324.0597,1086.1763,919.2303,808.7298,1213.6969,672.7273,674.3331,1103.8455,1269.078,2477.304,946.6035,1589.6657,1483.0673,1383.8874,1006.156,1244.5066,848.3221,1821.7079,1610.341,1797.8355,1153.0075,1914.4535,1587.3606,1035.2766,1105.5443,588.4666,1901.2784,876.4492,731.5352,1232.2294,1280.3468
TNFRSF10C,34.4828,64.7923,56.4011,89.3574,30.726,477.4797,18.1355,118.6388,13.0577,8.794,12.4505,34.1785,32.9125,17.7358,78.0429,48.976,224.0236,83.6356,198.9796,117.7606,20.7715,39.2968,26.9278,24.6875,35.1967,93.7167,40.5028,110.5755,46.1538,78.4044,63.2754,37.5854,65.1515,61.3861,38.8514,41.1402,53.0421,71.8686,19.0476,23.9258,104.1759,51.3245,107.0707,42.5101,51.8395,362.9442,50.812,57.4054,24.7678,254.6039,24.1935,79.4872,170.1978,43.0721,24.555,16.2478,33.0189,27.7469,50.6478,33.8416,106.1477,44.0333,133.0986,66.6112,24.8179,23.4192,75.0308,70.3376,137.2781,35.0124,10.3493,53.8688,13.8067,9.8522,5.7613,26.5754,23.0263,68.916,44.8179,52.2027,7.3206,93.4207,18.4606,46.8227,19.685,36.265,248.0916,16.5444,42.4328,22.7206,59.9852,175.4981,126.4124,47.4654,26.4997,53.7046,83.9852,18.2482,24.7569,12.3405,17.3661,13.7599,49.1999,43.978,54.4774,20.0132,114.2169,16.4654,16.995,32.2581,17.189,38.1201,14.2174,182.9328,107.7996,25.2525,12.3296,42.0277,90.9342,165.9789,187.0458,33.8689,23.7446,122.4088,72.1614,130.6432,59.0604,85.0798,28.4751,86.1472,28.1665,107.3525,12.3916,23.7653,23.2696,22.7173,9.5881,303.743,57.8127,660.7431,20.6441
TNFRSF25,289.4849,100.8909,385.7475,491.9277,91.3123,149.6431,112.3195,160.2664,132.2089,152.0101,208.2626,275.6689,509.9188,471.6981,305.2972,788.9581,105.1339,222.6292,424.2653,609.5419,436.1276,338.9349,739.131,150.6969,507.1429,502.5133,178.7709,308.4474,156.9231,129.2985,425.4963,469.18,373.8788,415.7525,190.8784,933.2706,709.8284,601.6427,239.0023,188.4766,697.4706,258.2781,1456.5657,1012.0445,904.6823,227.1574,1123.6536,255.9709,379.7317,392.6942,270.7373,257.6923,171.3716,618.5539,277.9181,397.9893,287.6981,210.8768,362.1904,232.0565,204.7766,48.6684,232.2385,544.5092,360.1295,438.7588,279.2128,433.9939,167.9527,332.0533,1182.251,545.5044,486.9724,316.757,266.6667,283.4145,263.0811,437.1094,651.634,754.5191,267.8184,535.4144,198.5384,75.4897,329.2323,62.8003,98.9981,302.068,383.5118,97.5419,171.2734,96.6511,82.274,73.7327,159.7241,80.0597,239.8792,69.3431,134.3943,44.8745,70.9117,294.4616,97.9221,781.1094,187.4929,113.7591,64.247,97.146,81.8849,193.0444,147.6233,130.2025,318.1762,343.3055,310.7166,74.2424,116.6568,223.3237,308.8126,82.9895,86.7825,134.1728,210.5878,96.5917,186.3406,259.6884,229.9776,172.3491,109.7789,47.1861,73.5962,286.2734,71.8711,825.1021,190.9059,37.571,232.2443,225.5714,162.968,44.0226,120.5615
TRAT1,9.3657,59.2387,8.9526,11.0442,12.55,6.8915,0,20.8138,2.7203,5.6533,3.3956,9.5251,9.0171,2.6415,4.0437,7.1238,9.8256,8.8037,11.2245,5.2338,10.3858,5.1706,4.896,38.5743,14.4928,38.3387,12.5698,10.6696,12.3077,13.7552,4.9628,2.2779,7.5758,6.9307,16.8919,3.5263,0,10.2669,58.9569,0.4883,6.3522,11.5894,10.101,4.0486,5.0167,7.6142,18.7202,44.7762,6.192,2.1577,4.6083,11.5385,15.2591,27.8511,4.4645,1.0155,9.434,2.2198,5.844,0.3719,13.7107,0,1.2439,5.921,2.1581,1.171,7.3801,0,3.5503,0,0,1.9589,0.9862,4.1051,7.4074,1.6106,6.5789,1.9143,0.9337,6.644,4.3924,6.8357,2.1718,0,49.7047,0.4423,8.3492,18.6791,10.1031,4.7008,16.1802,1.6956,1.7655,21.659,2.1781,2.9836,7.136,6.3869,3.5367,13.4623,12.0598,6.8799,31.5262,3.998,11.3494,27.9131,6.3871,6.5862,5.15,3.0242,2.5278,6.9309,5.3928,1.9617,2.5365,2.0202,7.5874,10.3009,3.2736,0.917,55.1869,5.2106,8.1744,3.561,5.472,10.3875,21.0291,15.6397,8.9921,11.2554,14.5375,19.0103,14.0438,7.798,24.2194,11.7955,8.8778,2.6499,6.8283,0.4039,3.3031
VEPH1,5.1086,7.4048,3.581,9.0361,5.6259,73.8371,2.4181,12.072,0.5441,8.1658,5.0934,10.0854,10.8206,2.2642,2.8306,6.2333,91.378,22.8897,7.1429,7.8507,2.9674,1.0341,2.448,4.1146,12.4224,8.5197,0,1.9399,0,5.5021,3.7221,2.2779,18.1818,4.9505,0.4223,1.1754,0,0,0.907,3.9062,5.0818,3.3113,0,6.0729,0,6.3452,2.6743,24.1103,7.2239,3.2365,10.3687,8.9744,51.6462,1.6193,7.813,1.0155,6.6038,6.6593,2.922,6.6939,1.3268,13.9053,79.6104,0,2.1581,3.5129,7.3801,0,15.3846,0,0,0,0,3.2841,4.1152,0.8053,2.193,2.8715,2.8011,25.6268,7.3206,2.2786,8.6873,1.9111,23.1299,5.3071,2.8626,7.4716,9.6989,1.9587,7.1035,4.2391,4.5904,4.6083,3.2671,2.4863,0.5489,1.3686,0.8842,28.6075,6.7535,12.3839,9.5534,4.9975,3.1778,2.6333,1.5029,6.5862,1.545,5.5444,3.5389,0.4951,7.8441,0.4904,2.5365,1.0101,0.4742,4.9444,1.0912,5.5021,13.4808,4.3422,14.4025,0,2.394,1.5981,8.5011,6.2559,5.9948,12.1212,1.8172,4.473,5.3697,4.0847,1.8996,18.3486,2.8409,3.6436,9.5596,4.4426,28.076
VNN3,6.3857,4.1652,3.581,8.0321,6.0586,161.4571,3.6271,6.2441,0,1.8844,7.3571,6.1633,7.6646,0,2.8306,0.8905,2.9477,17.6075,52.0408,1.3085,31.1573,2.0683,3.672,29.3165,16.5631,30.8839,5.5866,1.9399,5.1282,6.8776,11.1663,6.8337,71.2121,5.9406,2.9561,4.7017,1.5601,57.4949,1.8141,3.9062,7.6226,18.2119,22.2222,12.1457,3.3445,3.8071,2.6743,49.3687,0,3.2365,8.0645,17.9487,10.564,1.9431,0,6.0929,3.7736,7.7691,1.948,2.9751,5.3074,3.4763,0,0,2.1581,15.2225,2.46,4.3961,1.1834,1.1294,0,0,2.9586,0,0.823,3.2213,4.386,3.8287,1.8674,6.644,45.388,2.2786,4.3437,0.9556,2.9528,9.2874,20.5153,14.4096,9.2948,5.0925,7.4981,0.8478,426.2006,0.9217,0.726,3.4809,2.7446,2.7372,0.4421,10.6577,2.412,12.3839,6.2097,0.4998,2.7239,7.8999,3.3814,0.5488,0,0.504,2.0222,0.4951,0.4903,0,0,0,0,4.9444,0,0,22.3275,3.0395,1.1678,0.8902,10.6019,1.5981,3.5794,21.8955,4.4961,4.329,2.2715,10.4371,0.4131,4.0847,2.3745,0,1.7756,0.3312,5.0074,0.4039,0.8258
VWF,2972.7544,6324.193,1119.9642,1994.9799,1772.5847,5661.8262,966.02,3720.2623,1482.5898,3246.2312,3874.3633,1322.314,4072.5879,1489.434,1827.3352,1874.4435,869.5652,974.5748,1055.102,1821.3637,1172.1068,2512.9266,1527.5398,799.7737,2963.7681,2356.7625,907.8212,581.9762,1186.6667,506.1898,1269.2308,2432.8018,674.2424,1811.8812,883.0236,7486.3356,4522.6209,5377.8234,1951.0204,2359.375,5391.7396,9602.649,4539.3939,3842.1053,4705.6856,1771.5736,1902.7753,784.1584,1288.9577,1433.7652,2400.9217,1792.3077,3144.5507,1399.0328,1318.1576,1229.7537,1666.0377,1718.091,983.7367,2225.7345,1534.2769,1834.3362,1171.7657,732.7227,1637.9822,1633.4895,1100.861,2049.6814,689.9408,1787.8925,600.2587,1514.2018,1535.503,581.2808,835.3909,792.43,3172.1491,3318.4972,2436.9748,702.3638,784.7731,1571.0624,1761.3587,837.5538,2772.6378,4309.7825,1025.2863,3162.6418,7143.2613,6781.706,5513.5046,2163.2047,3940.3249,3517.0507,2626.0096,1322.2277,1122.547,949.8175,450.4863,705.0905,1048.2393,6121.775,4394.5546,1284.8576,2597.208,2539.5655,4446.945,958.8364,792.584,1441.0282,955.0014,749.5309,1356.0485,554.6837,180.7229,1120.202,930.409,4144.2622,1905.6176,1862.4484,4679.9368,2367.3469,1823.2775,2323.5421,1912.4487,1287.2553,4152.5727,5208.0075,3686.3994,28579.6537,3908.777,2766.1914,3501.4457,4330.1151,3244.4497,1406.7278,2904.1193,820.4704,636.8499,1987.4798,357.9686
